de_rank,gene,log2_fold_change,p_value,p_adjusted,neg_log10_pval,neg_log10_padj,regulation,mean_expr_this,mean_expr_other,pct_expressing_this,pct_expressing_other,pct_diff,cohens_d,is_significant,is_upregulated,is_downregulated
75,SPARC,4.873230022500807,2.0482244396705716e-29,4.87297352954592e-28,28.68862245610938,27.312205947741088,UP,5.188740268649631,0.3155102461488241,66.66666666666666,4.601682335477486,62.06498433118917,3.3117859602191677,1,1,0
76,SMOC2,3.063937832681021,4.184800458141723e-43,1.3938604602887431e-41,42.37832524543512,40.85578070138859,UP,3.1323637167183858,0.06842588403736471,40.0,0.9401286491835725,39.05987135081643,3.9725380337847054,1,1,0
77,ID3,2.2748834155703395,5.184520586018034e-57,2.2448974137458083e-55,56.28529139674323,54.64880350038987,UP,2.304209159531568,0.02932574396122874,33.33333333333333,0.3958436417615042,32.93748969157183,4.220465525082256,1,1,0
78,CYTOR,1.8533251254691516,3.5249973902674235e-68,1.623748797857228e-66,67.45284120020247,65.7894811574488,UP,1.8654296083720432,0.012104482902891555,26.666666666666668,0.14844136566056407,26.518225301006105,4.572740846583944,1,1,0
79,GPRC5C,3.2066516887070375,3.899264166559593e-39,1.2234647711016694e-37,38.40901734132065,36.91240853136852,UP,3.30970878919187,0.10305710048483276,46.666666666666664,1.4844136566056407,45.182253010061025,3.6048476581013538,1,1,0
80,SPARCL1,5.906214640716375,2.0070894988310118e-21,3.9147286170893156e-20,20.697433261303335,19.407298339400608,UP,6.7240724030130155,0.8178577622966401,86.66666666666667,11.479465611083622,75.18720105558305,2.587345361163283,1,1,0
81,ARHGAP42,6.421921804039252,1.4480638313188182e-19,2.569719831807575e-18,18.83921229381668,17.590114223802043,UP,7.567782107116008,1.1458603030767551,93.33333333333333,15.635823849579417,77.69750948375392,2.404200759153828,1,1,0
82,ADIRF,2.3807338990185487,1.0239986040388685e-49,4.030830868625728e-48,48.98970063540963,47.39460542421449,UP,2.4161210372175006,0.035387138198951916,33.33333333333333,0.49480455220188024,32.83852878113145,4.1336318569090915,1,1,0
83,TXNIP,5.882476657035122,1.3799828276882257e-20,2.5535579674743665e-19,19.86012631786445,18.592854278921227,UP,6.63773740488338,0.7552607478482575,80.0,10.638297872340425,69.36170212765957,2.6592040528065217,1,1,0
84,SNED1,3.401993419728819,5.269200969783924e-34,1.5010289604713415e-32,33.27825523691711,31.82361092850852,UP,3.5269397249404526,0.12494630521163397,46.666666666666664,1.7812963879267687,44.8853702787399,3.4703469383150125,1,1,0
85,PRKCH,4.702522786705904,7.089684797178691e-25,1.5349167585891865e-23,24.149373072840767,22.813915172151383,UP,5.100880669334559,0.398357882628655,66.66666666666666,5.244928253339931,61.42173841332673,2.722808575765481,1,1,0
