de_rank,gene,log2_fold_change,p_value,p_adjusted,neg_log10_pval,neg_log10_padj,regulation,mean_expr_this,mean_expr_other,pct_expressing_this,pct_expressing_other,pct_diff,cohens_d,is_significant,is_upregulated,is_downregulated
1,SLC5A11,7.373434601131398,1.0509479458133536e-154,1.1376511513429553e-151,153.9784187943484,150.94399088932303,UP,7.88320963961969,0.5097750384882916,97.40259740259741,6.5339458907605925,90.86865151183682,3.839278859445602,1,1,0
2,CDK18,7.4936258451601425,1.170805010416151e-131,6.336982118877417e-129,130.93151542768732,128.1981175183259,UP,8.204791373112567,0.7111655279524242,100.0,9.086268504338948,90.91373149566105,3.3761524456840193,1,1,0
3,LDB3,5.72622213441676,6.183256002267473e-143,4.462249748303025e-140,142.20878277225083,139.35044612628113,UP,6.0577731605514336,0.33155102613467347,81.81818181818183,4.492087799897907,77.32609401828392,3.566793674352174,1,1,0
4,ST18,8.604294990089118,6.645128514673598e-95,5.7546812937073365e-93,94.17749661552277,92.23997872350543,UP,9.951044779581956,1.3467497894928377,100.0,14.344053088310362,85.65594691168964,2.6496762727472847,1,1,0
5,MOBP,7.698290630827226,1.3900392358361881e-104,2.006289963723565e-102,103.85697294099292,101.69760629935921,UP,8.729073909244724,1.0307832784174975,100.0,12.608473711077082,87.39152628892292,2.8735414633584955,1,1,0
6,PIEZO2,6.408622544086695,3.517077139988004e-116,8.460524453415588e-114,115.45381810620574,113.07260271495568,UP,7.001517287164773,0.5928947430780773,90.9090909090909,7.554874936191934,83.35421597289897,3.0640700866955837,1,1,0
7,GLDN,6.22737410179949,4.394228885489151e-112,8.648641397349101e-110,111.35711732540457,109.06305210987342,UP,6.827903824190281,0.6005297223907915,89.6103896103896,7.861153649821337,81.74923596056827,2.997427701159745,1,1,0
8,MYO1E,6.052513931599236,3.8206834122562536e-108,6.362907375026761e-106,107.417858947134,105.19634439875145,UP,6.662008920258156,0.6094949886589195,89.6103896103896,8.065339458907605,81.545050151482,2.912062705838404,1,1,0
9,ITGA2,5.246049284564666,2.594569962869649e-123,8.024634242303985e-121,122.58593461401182,120.09557475333669,UP,5.5896142863086995,0.3435650017440335,76.62337662337663,4.492087799897907,72.13128882347873,3.134266976678954,1,1,0
10,TMEM63A,5.788452733448558,2.2731162038085474e-110,4.101080484371254e-108,109.64337836217082,107.38710170752907,UP,6.3249862059470425,0.5365334724984843,87.01298701298701,7.197549770290965,79.81543724269605,2.9564963518837635,1,1,0
11,LRP2,5.034817736750932,1.0363514760320036e-125,3.7395015760154793e-123,124.98449292971254,122.4271862794068,UP,5.318363891108607,0.28354615435767533,71.42857142857143,3.828483920367534,67.6000875082039,3.2572816039605845,1,1,0
12,SYNJ2,6.7306712557831485,1.989321027972216e-92,1.485131043296499e-90,91.70129512666605,89.82823522387562,UP,7.713831717727517,0.9831604619443687,94.8051948051948,12.965798876978049,81.83939592821676,2.6513756751173254,1,1,0
